BASE_YM,HNDE_BANK_RPTV_CODE,OPENBANK_RPTV_CODE,FND_TPCD,TRAN_AMT
202108,104,140,0,102808000
202108,104,114,0,387762000
202108,104,149,1,2810349000
202108,104,113,1,440007000
202108,104,155,1,425995000
202108,104,141,1,353229000
202108,104,109,1,241642000
202108,104,132,1,23594000
202108,104,150,1,1106000000
202108,104,125,0,29563000
202108,104,133,0,217598000
202108,104,107,0,234425000
202108,104,110,3,40384000
202108,104,126,1,92747000
202108,104,115,0,379404000
202108,104,103,4,3115000
202108,104,101,4,6180000
202108,104,142,1,20815000
202108,104,159,0,70003000
202108,104,143,3,232733000
202108,104,103,3,3421000
202108,104,120,0,497993000
202108,104,149,3,39610121000
202108,104,155,3,71300000
202108,104,143,0,10075854000
202108,104,113,3,89819000
202108,104,152,3,19751597000
202108,104,157,0,29723000
202108,104,109,3,331834000
202108,104,154,0,5354632000
202108,104,129,3,1820237000
202109,104,103,1,7950000
202109,104,131,4,16838000
202109,104,156,4,5930000
202109,104,154,4,4700000
202109,104,109,4,31759000
202109,104,138,4,9050000
202109,104,143,4,2070000
202109,104,137,0,880587000
202109,104,153,4,10650000
202109,104,106,0,86519000
202109,104,118,1,3400000
202109,104,120,4,50000
202109,104,103,3,4386000
202109,104,105,3,80200000
202109,104,136,4,1160000
202109,104,132,3,4797000
202109,104,142,3,233872000
202109,104,131,3,13731000
202109,104,101,4,8180000
202109,104,125,0,140413000
202109,104,118,4,46050000
202109,104,130,4,7370000
202109,104,111,0,79510000
202109,104,153,3,2452000
202109,104,128,0,14821000
202109,104,143,1,15115000
202109,104,110,1,18290000
202109,104,159,0,26116000
202109,104,145,4,2000000
202109,104,144,4,19650000
202109,104,110,4,2140000
202109,104,117,0,70000
202109,104,158,0,145300000
202109,104,110,3,2391000
202109,104,153,1,19130000
202109,104,107,0,380963000
202109,104,122,0,11453000
202109,104,146,0,33118000
202109,104,123,0,18096000
202109,104,129,1,2683412000
202109,104,131,1,166642000
202109,104,150,1,1019146000
202109,104,149,3,40439567000
202109,104,130,3,1486130000
202109,104,160,1,8087640000
202109,104,148,1,1477881000
202109,104,134,1,1643651000
202109,104,115,0,1909143000
202109,104,153,0,4916124000
202109,104,148,3,20246297000
202109,104,130,0,9471054000
202109,104,144,0,7029819000
202109,104,156,0,2232586000
202109,104,103,0,8377510000
202109,104,138,0,1183109000
202109,104,101,0,261744000
202109,104,132,0,8588826000
202109,104,149,0,141680380000
202109,104,129,0,109594927000
202109,104,113,0,22968990000
202109,104,148,0,83177361000
202109,104,134,0,70878772000
202109,104,150,0,120010428000
202109,104,131,0,13231496000
202109,104,126,0,6100513000
202109,104,112,0,4590536000
202109,104,116,0,3440875000
202109,104,134,3,20620672000
202109,104,141,0,40641124000
202109,104,118,0,9639395000
202109,104,136,0,2474660000
202109,104,160,0,175670553000
202109,104,109,0,6103095000
202109,104,155,0,111992684000
202109,104,143,0,2195603000
202109,104,142,0,3977515000
202109,104,151,0,7472826000
202109,104,110,0,1046451000
202109,104,154,0,4996592000
202109,104,152,0,297400477000
202109,104,141,1,451519000
202109,104,112,4,18432000
202109,104,145,0,59460000
202109,104,148,4,180855000
202109,104,155,4,542708000
202109,104,138,3,7980000
202109,104,109,1,250685000
202109,104,140,0,14286000
202109,104,156,1,11290000
202109,104,144,1,2500000
202109,104,116,4,47420000
202109,104,132,4,6510000
202109,104,134,4,165902000
202109,104,109,3,104281000
202109,104,133,0,456766000
202109,104,147,0,600000
202109,104,112,3,131699000
202109,104,116,3,208982000
202109,104,155,3,350035000
202109,104,113,3,83107000
202109,104,112,1,18577000
202109,104,149,1,3340055000
202109,104,129,3,2806840000
202109,104,157,0,822378000
202109,104,105,0,14890000
202109,104,103,4,3115000
202109,104,132,1,33184000
202109,104,114,0,568215000
202109,104,142,1,35522000
202109,104,143,3,269298000
202109,104,155,1,416382000
202109,104,152,1,10250452000
202109,104,113,1,541704000
202109,104,116,1,79427000
202109,104,141,3,453785000
202109,104,152,3,8943939000
202109,104,120,0,138663000
202109,104,160,3,3894525000
202109,104,113,4,93827000
202109,104,142,4,3460000
202109,104,160,4,773074000
202109,104,126,1,111652000
202109,104,151,1,20314000
202109,104,130,1,35150000
202109,104,149,4,744336000
202109,104,141,4,155286000
202109,104,126,4,24400000
202109,104,126,3,8368111000
202109,104,150,4,86296000
202109,104,129,4,339059000
202109,104,152,4,645255000
202109,104,138,1,20938000
202109,104,150,3,5587788000
202109,104,151,4,22100000
202110,104,128,0,41200000
202110,104,138,3,300000
202110,104,138,1,18120000
202110,104,144,4,4550000
202110,104,112,1,15160000
202110,104,105,3,15570000
202110,104,130,3,3351000
202110,104,112,3,21286000
202110,104,110,1,16400000
202110,104,143,1,13182000
202110,104,103,1,20930000
202110,104,101,1,185000
202110,104,144,3,88000
202110,104,126,1,56437000
202110,104,103,3,3896000
202110,104,153,3,195000
202110,104,101,3,400000
202110,104,114,4,5280000
202110,104,157,0,54390000
202110,104,120,4,50000
202110,104,147,0,3805000
202110,104,131,1,141870000
202110,104,130,1,22180000
202110,104,132,1,17593000
202110,104,142,1,16909000
202110,104,151,1,11000000
202110,104,156,1,3010000
202110,104,153,1,11040000
202110,104,145,4,2000000
202110,104,139,3,100000
202110,104,118,3,60000
202110,104,109,4,389476000
202110,104,113,0,19220131000
202110,104,129,4,897137000
202110,104,144,0,5045949000
202110,104,136,0,2498954000
202110,104,150,4,392379000
202110,104,141,4,233101000
202110,104,152,3,35886918000
202110,104,160,3,1444555000
202110,104,150,3,1625341000
202110,104,109,3,128194000
202110,104,133,0,208178000
202110,104,116,4,37107000
202110,104,146,0,50707000
202110,104,120,0,222932000
202110,104,134,3,14247932000
202110,104,160,4,2449775000
202110,104,113,4,162889000
202110,104,152,4,2569209000
202110,104,148,4,483244000
202110,104,155,4,617837000
202110,104,148,3,13055036000
202110,104,134,4,841045000
202110,104,142,0,3900724000
202110,104,112,0,3976546000
202110,104,138,0,1428720000
202110,104,149,3,27971124000
202110,104,116,0,3555248000
202110,104,101,0,128163000
202110,104,138,4,8860000
202110,104,153,0,1584480000
202110,104,156,4,6735000
202110,104,153,4,14670000
202110,104,151,0,5571387000
202110,104,154,0,3388282000
202110,104,129,0,90336461000
202110,104,150,0,75894953000
202110,104,118,0,5267773000
202110,104,155,0,100451327000
202110,104,110,0,587170000
202110,104,126,3,5036001000
202110,104,149,4,2148142000
202110,104,115,0,337836000
202110,104,126,0,18231035000
202110,104,107,0,163237000
202110,104,113,3,54794000
202110,104,160,1,5337395000
202110,104,152,1,5301777000
202110,104,123,0,111095000
202110,104,149,1,2214471000
202110,104,134,1,1153941000
202110,104,137,0,608112000
202110,104,105,0,132100000
202110,104,114,0,325529000
202110,104,116,3,178703000
202110,104,113,1,347397000
202110,104,129,1,1703079000
202110,104,129,3,2359119000
202110,104,141,0,29088013000
202110,104,130,0,4960923000
202110,104,109,0,5934668000
202110,104,156,0,3693999000
202110,104,131,0,11516388000
202110,104,143,0,2255823000
202110,104,103,0,2879239000
202110,104,132,0,8104704000
202110,104,152,0,261199583000
202110,104,134,0,66848968000
202110,104,148,0,69433195000
202110,104,160,0,147942970000
202110,104,149,0,187190001000
202110,104,131,3,21184000
202110,104,136,4,1160000
202110,104,101,4,8180000
202110,104,154,4,4200000
202110,104,112,4,21860000
202110,104,118,4,15640000
202110,104,142,4,9241000
202110,104,143,4,2205000
202110,104,110,4,2110000
202110,104,159,0,68186000
202110,104,126,4,121134000
202110,104,103,4,3185000
202110,104,125,0,58339000
202110,104,139,4,1640000
202110,104,114,3,993000
202110,104,158,0,91500000
202110,104,130,4,13065000
202110,104,132,4,48560000
202110,104,151,4,26162000
202110,104,131,4,21446000
202110,104,116,1,54187000
202110,104,143,3,78644000
202110,104,145,0,14309000
202110,104,111,0,12962000
202110,104,132,3,1965000
202110,104,122,0,13200000
202110,104,141,1,271836000
202110,104,109,1,160332000
202110,104,110,3,23134000
202110,104,148,1,1150343000
202110,104,140,0,3000000
202110,104,155,3,176078000
202110,104,142,3,49293000
202110,104,141,3,147139000
202110,104,150,1,708858000
202110,104,155,1,265301000
202110,104,139,0,1335104000
202111,104,153,1,3635000
202111,104,132,1,13970000
202111,104,120,4,50000
202111,104,118,3,412000
202111,104,126,3,21167000
202111,104,158,0,119600000
202111,104,136,4,860000
202111,104,142,3,1370000
202111,104,157,0,99500000
202111,104,116,3,8278000
202111,104,139,4,800000
202111,104,101,4,9730000
202111,104,145,0,43830000
202111,104,122,0,38139000
202111,104,128,0,40190000
202111,104,147,0,164539000
202111,104,105,0,579028000
202111,104,145,4,2000000
202111,104,116,1,7135000
202111,104,141,1,48325000
202111,104,126,1,15195000
202111,104,143,3,25000
202111,104,150,1,38323000
202111,104,137,0,284601000
202111,104,149,4,706119000
202111,104,133,0,234176000
202111,104,160,4,864363000
202111,104,103,4,3835000
202111,104,151,4,22943000
202111,104,154,4,4400000
202111,104,142,4,2710000
202111,104,109,3,12549000
202111,104,132,3,3180000
202111,104,144,4,15100000
202111,104,132,4,10210000
202111,104,113,3,47215000
202111,104,107,4,700000
202111,104,134,3,183689000
202111,104,110,4,2110000
202111,104,107,0,140745000
202111,104,141,3,22831000
202111,104,101,0,177880000
202111,104,143,0,3301221000
202111,104,129,3,181654000
202111,104,149,1,497188000
202111,104,148,1,68452000
202111,104,109,1,79428000
202111,104,113,4,99165000
202111,104,116,4,82266000
202111,104,143,4,2246000
202111,104,118,4,14790000
202111,104,150,4,110072000
202111,104,112,4,18970000
202111,104,126,4,26671000
202111,104,130,4,7520000
202111,104,109,4,33442000
202111,104,138,4,9680000
202111,104,125,0,94801000
202111,104,146,0,126891000
202111,104,131,4,15103000
202111,104,155,3,29571000
202111,104,129,4,3801927000
202111,104,141,4,173409000
202111,104,148,4,194957000
202111,104,134,4,186789000
202111,104,155,4,578744000
202111,104,152,4,2509076000
202111,104,140,0,53184000
202111,104,101,3,4825000
202111,104,153,4,10800000
202111,104,120,0,101860000
202111,104,112,3,550000
202111,104,155,1,51193000
202111,104,136,3,2342000
202111,104,156,4,4755000
202111,104,159,0,27190000
202111,104,110,3,2530000
202111,104,123,0,122125000
202111,104,131,3,8577000
202111,104,144,3,8342000
202111,104,155,0,109059811000
202111,104,150,0,88531905000
202111,104,134,0,112491260000
202111,104,113,0,20906930000
202111,104,109,0,5637209000
202111,104,152,0,214078720000
202111,104,160,0,179470869000
202111,104,153,0,2330567000
202111,104,110,0,4207751000
202111,104,130,0,12738123000
202111,104,141,0,30018268000
202111,104,148,0,79760274000
202111,104,129,0,151416636000
202111,104,118,0,6418793000
202111,104,112,0,3624570000
202111,104,132,0,8257376000
202111,104,149,0,192353748000
202111,104,148,3,48340000
202111,104,134,1,118463000
202111,104,113,1,43241000
202111,104,103,0,6031741000
202111,104,139,3,6146000
202111,104,114,0,430016000
202111,104,115,0,396406000
202111,104,139,0,2386429000
202111,104,149,3,243760000
202111,104,136,0,1813224000
202111,104,151,0,5404128000
202111,104,138,0,1342035000
202111,104,156,0,2807353000
202111,104,131,0,11082078000
202111,104,154,0,3101442000
202111,104,152,3,292628000
202111,104,160,1,1903611000
202111,104,116,0,4571111000
202111,104,144,0,5356498000
202111,104,126,0,14932193000
202111,104,142,0,5244412000
202111,104,152,1,2869590000
202111,104,129,1,754592000
202111,104,160,3,285435000
202111,104,150,3,55743000
202111,104,111,0,89359000
202112,104,145,4,2000000
202112,104,144,4,15150000
202112,104,110,1,14470000
202112,104,151,3,5900000
202112,104,139,4,800000
202112,104,138,1,15883000
202112,104,139,1,3010000
202112,104,144,3,520000
202112,104,116,3,8060000
202112,104,118,3,150000
202112,104,101,1,1675000
202112,104,156,1,5690000
202112,104,132,3,5618000
202112,104,156,4,5083000
202112,104,116,4,51590000
202112,104,142,3,2180000
202112,104,132,4,8210000
202112,104,109,4,32716000
202112,104,118,4,14490000
202112,104,138,4,7530000
202112,104,144,1,19412000
202112,104,153,4,10800000
202112,104,148,4,199221000
202112,104,101,4,10030000
202112,104,131,4,16078000
202112,104,118,0,4461694000
202112,104,112,0,4549994000
202112,104,131,3,8110000
202112,104,103,0,2135769000
202112,104,129,3,226563000
202112,104,143,0,4966526000
202112,104,110,0,983311000
202112,104,137,0,378185000
202112,104,157,0,158090000
202112,104,142,1,12044000
202112,104,132,1,45921000
202112,104,111,0,240346000
202112,104,159,0,91657000
202112,104,145,0,100000000
202112,104,107,0,88038000
202112,104,160,4,820167000
202112,104,152,4,2171810000
202112,104,155,4,567850000
202112,104,134,4,161583000
202112,104,129,4,2186574000
202112,104,113,4,91355000
202112,104,123,0,36947000
202112,104,152,1,10418255000
202112,104,160,1,8949168000
202112,104,129,1,3213527000
202112,104,109,1,331809000
202112,104,149,1,3260779000
202112,104,150,1,676390000
202112,104,134,1,1311220000
202112,104,151,1,16243000
202112,104,116,1,86548000
202112,104,113,1,437401000
202112,104,109,3,18517000
202112,104,117,0,596932000
202112,104,151,4,22793000
202112,104,158,0,140100000
202112,104,118,1,1942000
202112,104,128,0,131070000
202112,104,110,4,2263000
202112,104,103,4,4135000
202112,104,126,1,105795000
202112,104,140,0,163715000
202112,104,105,0,351974000
202112,104,149,4,630344000
202112,104,150,4,100367000
202112,104,126,3,111948000
202112,104,143,1,4170000
202112,104,156,3,3000000
202112,104,155,1,457524000
202112,104,148,1,1233389000
202112,104,141,1,347711000
202112,104,131,1,93545000
202112,104,148,3,226867000
202112,104,153,1,18503000
202112,104,114,0,469380000
202112,104,115,0,256273000
202112,104,133,0,216998000
202112,104,141,3,29229000
202112,104,130,4,7170000
202112,104,141,4,168139000
202112,104,126,4,26675000
202112,104,112,4,19862000
202112,104,143,4,2020000
202112,104,142,4,3345000
202112,104,154,4,4700000
202112,104,112,3,770000
202112,104,136,3,1655000
202112,104,120,4,50000
202112,104,130,3,950000
202112,104,122,0,999000
202112,104,125,0,58610000
202112,104,136,4,860000
202112,104,147,0,6984000
202112,104,112,1,15331000
202112,104,130,1,24427000
202112,104,107,4,400000
202112,104,153,0,1496736000
202112,104,144,0,3220988000
202112,104,149,0,220357230000
202112,104,134,0,136766396000
202112,104,113,0,21386463000
202112,104,141,0,37799178000
202112,104,129,0,124245652000
202112,104,139,0,2480244000
202112,104,148,0,106619236000
202112,104,155,0,136677142000
202112,104,132,0,7635876000
202112,104,106,0,64000
202112,104,159,3,30000
202112,104,149,3,675111000
202112,104,134,3,189617000
202112,104,120,0,134712000
202112,104,150,3,64179000
202112,104,155,3,33503000
202112,104,130,0,13761137000
202112,104,113,3,73226000
202112,104,101,0,218402000
202112,104,152,3,219895000
202112,104,160,3,268774000
202112,104,126,0,23817375000
202112,104,138,0,1154873000
202112,104,136,0,1118300000
202112,104,139,3,9751000
202112,104,101,3,1600000
202112,104,131,0,11224641000
202112,104,156,0,2212475000
202112,104,109,0,6351606000
202112,104,116,0,4490760000
202112,104,151,0,4533999000
202112,104,150,0,117868254000
202112,104,154,0,3062682000
202112,104,152,0,331626554000
202112,104,160,0,214105433000
202112,104,142,0,5531251000
202112,104,146,0,91874000
202201,104,142,1,21882000
202201,104,116,3,8160000
202201,104,132,1,60730000
202201,104,126,1,113031000
202201,104,156,1,11830000
202201,104,153,1,31085000
202201,104,130,1,38520000
202201,104,120,4,50000
202201,104,107,4,450000
202201,104,110,1,14370000
202201,104,145,4,2000000
202201,104,143,3,420000
202201,104,138,1,19260000
202201,104,144,3,2000000
202201,104,126,3,10480000
202201,104,132,3,2040000
202201,104,144,1,100000
202201,104,151,3,3707000
202201,104,118,1,8520000
202201,104,139,1,1890000
202201,104,112,3,3740000
202201,104,136,4,810000
202201,104,143,4,3410000
202201,104,151,4,21393000
202201,104,117,0,1919000
202201,104,136,3,3215000
202201,104,101,1,3989000
202201,104,112,1,16489000
202201,104,143,1,6617000
202201,104,151,1,15057000
202201,104,127,0,40000000
202201,104,153,4,750000
202201,104,147,0,5676000
202201,104,145,0,74241000
202201,104,116,1,75877000
202201,104,131,1,162246000
202201,104,132,0,7228614000
202201,104,154,4,4950000
202201,104,142,4,3865000
202201,104,131,4,14043000
202201,104,126,4,27620000
202201,104,141,4,159283000
202201,104,116,4,13120000
202201,104,112,4,7702000
202201,104,103,4,2315000
202201,104,132,4,7290000
202201,104,152,4,1938658000
202201,104,160,4,681540000
202201,104,129,4,2645110000
202201,104,139,3,35392000
202201,104,111,0,355830000
202201,104,139,4,18600000
202201,104,133,0,96086000
202201,104,107,0,201795000
202201,104,131,3,12277000
202201,104,137,0,782146000
202201,104,120,0,311480000
202201,104,109,1,207700000
202201,104,158,0,98400000
202201,104,156,3,4860000
202201,104,156,4,3883000
202201,104,159,0,32047000
202201,104,115,0,248967000
202201,104,142,3,2310000
202201,104,106,0,2910726000
202201,104,105,0,24470000
202201,104,122,0,81550000
202201,104,113,4,85330000
202201,104,140,0,539635000
202201,104,101,4,10030000
202201,104,141,3,15353000
202201,104,155,4,446652000
202201,104,150,4,87386000
202201,104,149,4,621534000
202201,104,134,4,145962000
202201,104,109,4,32196000
202201,104,118,4,13390000
202201,104,130,4,6170000
202201,104,123,0,31600000
202201,104,110,4,1350000
202201,104,138,4,14270000
202201,104,144,4,1850000
202201,104,148,4,166920000
202201,104,152,1,10114066000
202201,104,141,0,30808511000
202201,104,126,0,14564552000
202201,104,129,3,159751000
202201,104,156,0,12232112000
202201,104,134,0,240479552000
202201,104,152,0,211991181000
202201,104,112,0,4067907000
202201,104,110,0,1276647000
202201,104,109,3,22327000
202201,104,134,1,1499843000
202201,104,146,0,119559000
202201,104,148,1,1786021000
202201,104,150,1,843971000
202201,104,141,1,400369000
202201,104,113,1,550275000
202201,104,129,1,3571614000
202201,104,160,1,8194351000
202201,104,118,0,6458711000
202201,104,134,3,172400000
202201,104,153,0,15914362000
202201,104,144,0,3696051000
202201,104,116,0,4844192000
202201,104,142,0,4803176000
202201,104,139,0,3971205000
202201,104,131,0,9911127000
202201,104,114,0,422910000
202201,104,148,3,187870000
202201,104,154,0,3102772000
202201,104,138,0,1372019000
202201,104,129,0,104357907000
202201,104,103,0,4383684000
202201,104,155,1,634496000
202201,104,149,1,3704393000
202201,104,151,0,5384887000
202201,104,143,0,9319167000
202201,104,150,3,76179000
202201,104,109,0,5526587000
202201,104,148,0,76837285000
202201,104,155,0,136878775000
202201,104,113,0,23408815000
202201,104,160,0,184546123000
202201,104,149,0,316634625000
202201,104,150,0,112656190000
202201,104,113,3,63646000
202201,104,157,0,120630000
202201,104,125,0,51962000
202201,104,130,0,5610154000
202201,104,155,3,23581000
202201,104,152,3,226730000
202201,104,101,0,186658000
202201,104,149,3,433259000
202201,104,160,3,266420000
202201,104,136,0,9237779000
202202,104,101,3,200000
202202,104,134,0,117582802000
202202,104,123,0,169589000
202202,104,145,0,34670000
202202,104,138,0,1921561000
202202,104,129,3,161444000
202202,104,150,0,78958495000
202202,104,155,0,101405471000
202202,104,160,3,229052000
202202,104,151,0,3531989000
202202,104,142,0,4947647000
202202,104,116,0,4019975000
202202,104,133,0,366446000
202202,104,144,0,3562090000
202202,104,150,3,55175000
202202,104,113,0,18756784000
202202,104,125,0,28258000
202202,104,134,1,1404404000
202202,104,155,1,436797000
202202,104,107,0,153642000
202202,104,148,1,1346512000
202202,104,113,1,521681000
202202,104,131,1,128123000
202202,104,116,1,80831000
202202,104,109,3,6507000
202202,104,155,3,32387000
202202,104,152,4,2080663000
202202,104,160,4,839958000
202202,104,155,4,553774000
202202,104,141,4,174321000
202202,104,157,0,81680000
202202,104,114,0,373178000
202202,104,118,3,430000
202202,104,156,3,68190000
202202,104,130,1,30650000
202202,104,144,3,3000000
202202,104,120,4,50000
202202,104,142,3,602000
202202,104,131,3,9037000
202202,104,132,1,60275000
202202,104,139,4,40801000
202202,104,143,1,7400000
202202,104,112,3,9950000
202202,104,116,3,7160000
202202,104,132,0,5781993000
202202,104,148,0,75432858000
202202,104,141,0,70682139000
202202,104,139,0,3550348000
202202,104,129,0,93836238000
202202,104,143,0,6384779000
202202,104,153,0,1877938000
202202,104,131,0,9199177000
202202,104,152,0,220426591000
202202,104,160,0,149419881000
202202,104,149,0,162251771000
202202,104,156,0,3131850000
202202,104,109,0,5652209000
202202,104,101,0,305615000
202202,104,120,0,135683000
202202,104,146,0,77140000
202202,104,103,0,2233400000
202202,104,112,0,3371519000
202202,104,110,0,1012954000
202202,104,134,3,188610000
202202,104,152,3,206853000
202202,104,136,0,2363521000
202202,104,126,0,14746086000
202202,104,130,0,4097297000
202202,104,154,0,2371897000
202202,104,149,3,649019000
202202,104,141,3,9654000
202202,104,118,0,3405768000
202202,104,159,0,2050000
202202,104,111,0,62202000
202202,104,113,3,37224000
202202,104,138,4,8760000
202202,104,107,4,1050000
202202,104,138,1,17659000
202202,104,147,0,34046000
202202,104,110,4,2263000
202202,104,151,4,22793000
202202,104,130,4,6770000
202202,104,151,3,2970000
202202,104,122,0,6599000
202202,104,141,1,286882000
202202,104,126,1,114002000
202202,104,112,1,18800000
202202,104,142,1,21072000
