BASE_YM,HNDE_BANK_RPTV_CODE,OPENBANK_RPTV_CODE,FND_TPCD,TRAN_AMT
202107,129,142,3,8418008000
202107,129,109,3,4515974000
202107,129,131,3,18204608000
202107,129,118,3,292505000
202107,129,160,3,48178182000
202107,129,101,0,43569140000
202107,129,141,0,1542220181000
202107,129,143,0,1378122132000
202107,129,160,1,517640306000
202107,129,131,0,2806997218000
202107,129,155,0,2267153518000
202107,129,113,0,6462278510000
202107,129,111,0,53083847000
202107,129,153,1,6322310000
202107,129,149,3,116958369000
202107,129,150,3,137623222000
202107,129,148,1,381725759000
202107,129,115,0,1700602297000
202107,129,126,3,5764619000
202107,129,143,3,7128148000
202107,129,130,1,5563619000
202107,129,152,3,90055008000
202107,129,157,0,104495317000
202107,129,120,0,125078398000
202107,129,145,0,17868808000
202107,129,109,1,123915483000
202107,129,151,1,10132192000
202107,129,112,3,22822099000
202107,129,100,3,14294176000
202107,129,137,0,148147361000
202107,129,159,0,104067937000
202107,129,110,1,21496413000
202107,129,132,1,16705202000
202107,129,155,1,26502393000
202107,129,100,1,52494089000
202107,129,118,1,13755607000
202107,129,114,0,504418294000
202107,129,142,1,90142961000
202107,129,160,26,1531267000
202107,129,112,1,44544715000
202107,129,152,26,678417000
202107,129,113,3,3272734000
202107,129,134,3,126186598000
202107,129,126,1,60701547000
202107,129,102,1,1343251000
202107,129,102,3,765763000
202107,129,142,26,64395000
202107,129,138,1,1870806000
202107,129,149,26,331696000
202107,129,158,0,14673732000
202107,129,100,26,195660000
202107,129,150,26,247791000
202107,129,151,3,137217000
202107,129,100,14,12670000
202107,129,140,4,52960000
202107,129,154,4,786825000
202107,129,102,4,4089529000
202107,129,151,4,1348236000
202107,129,138,4,688657000
202107,129,122,4,59825000
202107,129,118,4,1897956000
202107,129,148,4,57978202000
202107,129,112,4,2773088000
202107,129,107,4,105986000
202107,129,131,4,8333704000
202108,129,114,1,15704000
202108,129,141,12,11640000
202108,129,100,23,1700000
202108,129,126,18,1630000
202108,129,128,3,37450000
202108,129,152,18,3824540000
202108,129,149,18,1124406000
202108,129,134,18,1127100000
202108,129,120,1,4572000
202108,129,131,18,234798000
202108,129,142,18,248037000
202108,129,148,29,830218000
202108,129,160,12,290551000
202108,129,145,1,10900000
202108,129,118,28,10734000
202108,129,109,12,215538000
202108,129,100,12,109062000
202108,129,143,28,14410000
202108,129,152,12,118998000
202108,129,160,18,2283159000
202108,129,109,18,1240413000
202108,129,150,12,87530000
202108,129,148,12,84308000
202108,129,134,12,171132000
202108,129,161,4,4740000
202108,129,137,4,4960000
202108,129,112,12,59970000
202108,129,112,18,112863000
202108,129,155,12,11366000
202108,129,148,23,7000000
202108,129,149,12,179909000
202108,129,131,28,8160000
202108,129,110,28,9430000
202108,129,126,12,13058000
202108,129,112,28,9840000
202108,129,150,23,700000
202108,129,155,28,66501000
202108,129,100,28,161901000
202108,129,141,18,54004000
202108,129,104,18,23370000
202108,129,152,23,700000
202108,129,142,28,9040000
202108,129,160,23,1300000
202108,129,155,23,300000
202108,129,109,23,400000
202108,129,112,23,200000
202108,129,104,28,1850000
202108,129,125,1,59460000
202108,129,146,1,62264000
202108,129,132,3,2631492000
202108,129,153,3,17366000
202108,129,154,0,1506562126000
202108,129,140,3,2492000
202108,129,106,1,671281000
202108,129,112,14,44052000
202108,129,155,14,10148000
202108,129,152,1,858418033000
202108,129,156,4,623165000
202108,129,150,1,244260457000
202108,129,149,1,558518108000
202108,129,117,4,1600000
202108,129,116,12,600000
202108,129,131,12,300000
202108,129,130,12,866000
202108,129,128,4,130000
202108,129,108,4,1250000
202108,129,149,23,800000
202108,129,152,4,68069954000
202108,129,113,4,20941011000
202108,129,160,4,68471472000
202108,129,104,0,123488764000
202108,129,131,4,8583203000
202108,129,143,4,2890015000
202108,129,150,4,34763064000
202108,129,109,4,7777836000
202108,129,126,4,12647491000
202108,129,101,0,40665446000
202108,129,136,0,2378701848000
202108,129,122,0,703627747000
202108,129,148,18,739309000
202108,129,150,18,370564000
202108,129,141,28,30150000
202108,129,161,1,528000
202108,129,134,23,700000
202108,129,125,3,80000
202108,129,110,18,102681000
202108,129,128,1,29936000
202108,129,100,16,1100000
202108,129,130,11,1114000
202108,129,149,15,320000
202108,129,116,11,983000
202108,129,134,15,40000
202108,129,126,13,1520000
202108,129,115,1,249736000
202108,129,149,14,95622000
202108,129,112,26,15945000
202108,129,141,16,200000
202108,129,126,11,26776000
202108,129,112,11,127994000
202108,129,148,13,7800000
202108,129,149,16,1400000
202108,129,160,13,39090000
202108,129,109,13,44380000
202108,129,134,13,21120000
202108,129,100,15,760000
202108,129,152,16,5050000
202108,129,131,11,1273000
202108,129,155,15,400000
202108,129,100,13,10670000
202108,129,152,13,19490000
202108,129,149,11,338865000
202108,129,134,11,438179000
202108,129,141,13,4170000
202108,129,149,13,29990000
202108,129,160,11,761073000
202108,129,100,11,347024000
202108,129,109,11,566192000
202108,129,152,11,318686000
202108,129,160,16,5500000
202108,129,109,15,1800000
202108,129,155,11,33490000
202108,129,112,15,2420000
202108,129,112,13,10580000
202108,129,152,15,1020000
202108,129,160,15,3120000
202108,129,112,16,2750000
202108,129,155,13,1180000
202108,129,109,16,1950000
202108,129,141,11,32357000
202108,129,155,16,300000
202108,129,150,13,13280000
202108,129,122,1,84421000
202108,129,148,11,180839000
202108,129,150,11,260869000
202108,129,136,3,1910000
202108,129,147,1,422000
202108,129,146,3,90000
202108,129,115,3,563000
202108,129,143,18,98028000
202108,129,150,14,65898000
202108,129,130,14,200000
202108,129,131,14,200000
202108,129,126,14,6300000
202108,129,148,14,44978000
202108,129,141,14,8100000
202108,129,116,14,200000
202108,129,111,3,48000
202108,129,141,26,29247000
202108,129,127,4,1400000
202108,129,148,16,100000
202108,129,127,1,20260000
202108,129,159,1,12293000
202108,129,148,15,40000
202108,129,102,0,3025422174000
202108,129,137,0,188208064000
202108,129,112,0,1109027242000
202108,129,110,0,632286007000
202108,129,109,0,1074825381000
202108,129,153,0,4803976307000
202108,129,115,0,464136703000
202108,129,137,1,251890000
202108,129,134,14,113012000
202108,129,133,1,90770000
202108,129,134,0,43350184123000
202108,129,160,0,12728565979000
202108,129,148,0,45880067192000
202108,129,131,0,2667572324000
202108,129,157,0,116000287000
202108,129,143,0,1314681247000
202108,129,152,0,15465602128000
202108,129,110,26,22491000
202108,129,105,3,297243000
202108,129,141,0,1515750328000
202108,129,132,0,1948606934000
202108,129,115,4,161214000
202108,129,160,14,217624000
202108,129,128,0,42633850000
202108,129,130,1,5145813000
202108,129,111,4,50913000
202108,129,109,26,668554000
202108,129,100,26,281880000
202108,129,116,1,14812979000
202108,129,104,1,4481043000
202108,129,142,1,69992541000
202108,129,155,1,24619139000
202108,129,131,1,78807269000
202108,129,112,1,33792765000
202108,129,141,1,9553333000
202108,129,147,0,32478101000
202108,129,133,0,128160104000
202108,129,154,4,778864000
202108,129,109,1,84532293000
202108,129,146,4,20067000
202108,129,136,4,206240000
202108,129,118,1,13503060000
202108,129,157,4,44840000
202108,129,145,4,168796000
202108,129,140,4,58920000
202108,129,155,26,75668000
202108,129,100,14,96814000
202108,129,103,1,3732301000
202108,129,135,0,1488966000
202108,129,160,26,1510028000
202108,129,152,14,91760000
202108,129,120,4,11160000
202108,129,152,3,77920398000
202108,129,148,3,89178337000
202108,129,126,3,5874358000
202108,129,141,3,4736596000
202108,129,143,3,16494689000
202108,129,155,3,3556772000
202108,129,134,3,140431358000
202108,129,131,26,111100000
202108,129,131,3,16330402000
202108,129,116,3,3253198000
202108,129,142,3,13777417000
202108,129,125,4,43742000
202108,129,109,14,160890000
202108,129,157,1,53048000
202108,129,149,26,353517000
202108,129,138,1,1382218000
202108,129,158,0,17124811000
202108,129,161,0,907004000
202108,129,110,3,15821103000
202108,129,106,4,32690000
202108,129,147,4,16940000
202108,129,121,0,438021000
202108,129,122,4,76295000
202108,129,151,4,1403439000
202108,129,100,0,3895628014000
202108,129,113,0,6464668719000
202108,129,127,0,15696294000
202108,129,138,0,392487195000
202108,129,100,4,33184935000
202108,129,118,4,2024200000
202108,129,149,4,69142306000
202108,129,102,4,4406493000
202108,129,142,4,8089542000
202108,129,103,0,3988024330000
202108,129,116,4,4151811000
202108,129,125,0,159768839000
202108,129,112,4,2938172000
202108,129,155,4,15784923000
202108,129,141,4,9228581000
202108,129,144,0,3403402577000
202108,129,156,0,424092874000
202108,129,116,0,5599541965000
202108,129,118,0,9324803577000
202108,129,126,0,7435575530000
202108,129,155,0,2193447751000
202108,129,146,0,10967782000
202108,129,160,1,444401451000
202108,129,142,0,2178801187000
202108,129,149,0,58823880126000
202108,129,150,0,20503657368000
202108,129,144,4,876857000
202108,129,140,0,47750539000
202108,129,130,0,2038436190000
202108,129,145,0,9163619000
202108,129,148,4,62548791000
202108,129,134,4,72431096000
202108,129,138,4,725140000
202108,129,110,1,15989053000
202108,129,153,1,3475976000
202108,129,106,0,23460491000
202108,129,132,1,14910173000
202108,129,105,0,116703926000
202108,129,153,4,1674677000
202108,129,101,4,862460000
202108,129,104,4,521004000
202108,129,159,4,24205000
202108,129,114,0,371481563000
202108,129,151,1,8214439000
202108,129,136,1,1133197000
202108,129,143,1,24757327000
202108,129,120,0,153858790000
202108,129,113,1,65946024000
202108,129,159,0,65845583000
202108,129,107,0,108973177000
202108,129,100,1,48521676000
202108,129,134,1,547098194000
202108,129,111,0,62353797000
202108,129,148,1,350622267000
202108,129,130,4,1693011000
202108,129,117,0,130868179000
202108,129,132,4,2408080000
202108,129,103,4,855912000
202108,129,133,4,34433000
202108,129,107,4,105373000
202108,129,110,4,1760457000
202108,129,126,1,53614668000
202108,129,123,0,12287508000
202108,129,150,26,160517000
202108,129,138,3,53461000
202108,129,144,3,2702000
202108,129,108,0,666183000
202108,129,101,1,872339000
202108,129,154,1,202481000
202108,129,111,1,284942000
202108,129,144,1,1869122000
202108,129,139,0,10107000
202108,129,156,3,99533000
202108,129,118,3,19286000
202108,129,101,3,26994000
202108,129,104,3,703956000
202108,129,142,26,122672000
202108,129,151,3,16264000
202108,129,103,3,63017000
202108,129,140,1,386011000
202108,129,114,3,426808000
202108,129,123,1,31804000
202108,129,151,0,4752419831000
202108,129,135,4,730000
202108,129,114,4,3503130000
202108,129,102,3,820015000
202108,129,156,1,1347721000
202108,129,152,26,696005000
202108,129,150,3,149995574000
202108,129,109,3,3904380000
202108,129,143,26,247461000
202108,129,148,26,605140000
202108,129,100,3,8674670000
202108,129,137,3,1338656000
202108,129,113,3,3400933000
202108,129,112,3,31542071000
202108,129,149,3,97645418000
202108,129,160,3,47424175000
202108,129,130,3,5610593000
202108,129,123,4,4875000
202108,129,102,1,1367297000
202108,129,107,1,312863000
202109,129,135,4,580000
202109,129,120,4,6960000
202109,129,144,3,167698000
202109,129,114,1,7050000
202109,129,156,3,279846000
202109,129,101,3,146343000
202109,129,127,4,400000
202109,129,137,4,4960000
202109,129,140,4,44140000
202109,129,105,1,12045000
202109,129,140,3,251000
202109,129,128,3,67326000
202109,129,123,4,5370000
202109,129,119,0,10000
202109,129,137,1,144150000
202109,129,115,3,347000
202109,129,114,4,3603135000
202109,129,147,4,13240000
202109,129,160,16,6300000
202109,129,100,15,760000
202109,129,126,13,1520000
202109,129,112,13,10560000
202109,129,141,16,200000
202109,129,152,16,4850000
202109,129,112,15,2420000
202109,129,152,13,18450000
202109,129,109,16,2250000
202109,129,112,16,2650000
202109,129,141,11,32205000
202109,129,100,16,1100000
202109,129,100,13,10990000
202109,129,149,13,28930000
202109,129,149,16,1400000
202109,129,155,11,35930000
202109,129,148,13,7840000
202109,129,160,15,3200000
202109,129,150,11,256989000
202109,129,160,13,41510000
202109,129,134,13,21500000
202109,129,109,13,43920000
202109,129,149,11,346445000
202109,129,148,11,172270000
202109,129,126,11,26675000
202109,129,150,13,14360000
202109,129,155,13,800000
202109,129,149,15,320000
202109,129,155,16,300000
202109,129,116,11,983000
202109,129,155,15,400000
202109,129,134,15,40000
202109,129,130,11,1116000
202109,129,152,15,1020000
202109,129,141,13,4170000
202109,129,155,14,1850000
202109,129,148,16,100000
202109,129,134,14,2148000
202109,129,153,3,14772000
202109,129,109,14,9938000
202109,129,154,3,7000000
202109,129,117,4,1600000
202109,129,104,26,1950000
202109,129,111,3,7000000
202109,129,107,3,17048000
202109,129,112,14,4848000
202109,129,131,11,1273000
202109,129,148,15,40000
202109,129,128,4,130000
202109,129,161,4,1410000
202109,129,108,4,1250000
202109,129,109,15,1840000
202109,129,148,14,948000
202109,129,127,1,15330000
202109,129,147,1,369000
202109,129,136,3,18383000
202109,129,149,14,2122000
202109,129,117,0,44341546000
202109,129,130,1,5800662000
202109,129,138,1,1404219000
202109,129,100,3,32012487000
202109,129,148,23,6900000
202109,129,109,3,8610368000
202109,129,118,28,10734000
202109,129,115,1,732411000
202109,129,139,0,1119526000
202109,129,145,0,9355782000
202109,129,112,3,31495753000
202109,129,160,12,293902000
202109,129,152,12,116782000
202109,129,149,12,181886000
202109,129,109,12,216010000
202109,129,109,18,1251932000
202109,129,105,0,111280683000
202109,129,142,18,250237000
202109,129,160,3,115305582000
202109,129,143,3,9372008000
202109,129,131,18,233118000
202109,129,148,18,743241000
202109,129,148,29,830605000
202109,129,160,18,2305584000
202109,129,134,18,1130704000
202109,129,146,1,95702000
202109,129,108,0,299930000
202109,129,104,1,4750894000
202109,129,144,1,2004642000
202109,129,158,0,15721833000
202109,129,118,1,11883117000
202109,129,128,0,32564001000
202109,129,102,1,1543394000
202109,129,150,18,373834000
202109,129,120,1,5142000
202109,129,152,26,821870000
202109,129,148,3,175841036000
202109,129,152,3,203658214000
202109,129,155,1,29899333000
202109,129,161,0,293162000
202109,129,156,1,1367980000
202109,129,151,1,6191827000
202109,129,140,0,58504555000
202109,129,120,0,128438188000
202109,129,100,1,50484038000
202109,129,109,1,93047577000
202109,129,143,1,27700723000
202109,129,132,0,2132374325000
202109,129,110,0,651740222000
202109,129,154,0,2310495118000
202109,129,149,1,612496659000
202109,129,116,0,6268308132000
202109,129,148,1,384928921000
202109,129,130,0,1754022700000
202109,129,155,0,2314563046000
202109,129,141,1,10313686000
202109,129,106,0,210936525000
202109,129,121,0,197545000
202109,129,160,0,11857523757000
202109,129,134,0,45866604039000
202109,129,156,0,613454108000
202109,129,138,0,367261711000
202109,129,102,0,3177559883000
202109,129,149,0,56760896024000
202109,129,113,0,6556627764000
202109,129,109,0,1150168670000
202109,129,148,0,48190379090000
202109,129,151,0,4140907215000
202109,129,104,0,129970300000
202109,129,103,0,4171487853000
202109,129,134,1,605035074000
202109,129,131,0,2937441806000
202109,129,150,0,20341118273000
202109,129,146,0,11032422000
202109,129,159,0,95805180000
202109,129,113,1,71676000000
202109,129,118,0,6174657805000
202109,129,144,0,5672767345000
202109,129,136,0,1594457963000
202109,129,107,0,104885371000
202109,129,157,1,90867000
202109,129,157,0,265017238000
202109,129,116,1,16549881000
202109,129,112,1,37032575000
202109,129,114,0,611408873000
202109,129,111,0,62352753000
202109,129,123,0,9338717000
202109,129,126,1,58914597000
202109,129,152,1,1000412581000
202109,129,115,0,1509114923000
202109,129,142,1,73818483000
202109,129,101,0,46139348000
202109,129,150,1,264347650000
202109,129,160,1,484489797000
202109,129,122,0,77408575000
202109,129,133,0,899607297000
202109,129,110,1,18205212000
202109,129,126,0,7516430040000
202109,129,100,0,4018128291000
202109,129,125,0,469677518000
202109,129,132,1,111486786000
202109,129,147,0,33121827000
202109,129,127,0,18336094000
202109,129,131,1,91835487000
202109,129,143,0,1407372209000
202109,129,141,0,1743241162000
202109,129,142,0,2267492967000
202109,129,153,0,3363095767000
202109,129,112,0,1114151368000
202109,129,152,0,16483395340000
202109,129,113,3,72946432000
202109,129,115,4,149257000
202109,129,126,18,1630000
202109,129,141,28,30150000
202109,129,125,1,27860000
202109,129,154,1,75411000
202109,129,159,4,25563000
202109,129,111,1,197579000
202109,129,156,4,627018000
202109,129,160,11,768921000
202109,129,157,4,43770000
202109,129,138,3,82006000
202109,129,118,3,397737000
202109,129,104,28,1850000
202109,129,145,4,163147000
202109,129,114,3,374233000
202109,129,152,11,335424000
202109,129,100,28,164073000
202109,129,111,4,43653000
202109,129,133,4,34690000
202109,129,134,11,441862000
202109,129,126,4,12586229000
202109,129,112,4,2873533000
202109,129,153,4,1621661000
202109,129,144,4,867371000
202109,129,154,4,871690000
202109,129,100,4,33106589000
202109,129,141,4,8964230000
202109,129,104,4,509792000
202109,129,131,12,300000
202109,129,142,28,9040000
202109,129,112,26,8611000
202109,129,110,18,101131000
202109,129,152,4,61837304000
202109,129,133,1,67859000
202109,129,161,1,49728000
202109,129,155,12,11606000
202109,129,141,3,9354061000
202109,129,116,4,4044614000
202109,129,160,14,25826000
202109,129,116,12,600000
202109,129,125,4,41437000
202109,129,152,14,5548000
202109,129,102,3,712434000
202109,129,134,23,600000
202109,129,131,28,8160000
202109,129,109,11,575300000
202109,129,106,4,30740000
202109,129,122,4,63725000
202109,129,146,4,19765000
202109,129,150,14,3672000
202109,129,141,26,51661000
202109,129,100,14,15538000
202109,129,104,3,1416253000
202109,129,100,11,352314000
202109,129,110,28,9430000
202109,129,130,12,866000
202109,129,103,4,875777000
202109,129,143,18,98028000
202109,129,155,3,8268540000
202109,129,112,23,200000
202109,129,131,26,79527000
202109,129,135,0,1310522000
202109,129,152,18,3861896000
202109,129,140,1,90941000
202109,129,155,26,85500000
202109,129,150,12,87348000
202109,129,143,26,257877000
202109,129,141,18,54004000
202109,129,130,3,7438600000
202109,129,149,26,381334000
202109,129,160,4,67317383000
202109,129,149,4,67980830000
202109,129,148,4,59966336000
202109,129,136,1,1124934000
202109,129,132,3,10214540000
202109,129,155,23,300000
202109,129,149,23,700000
202109,129,107,1,530136000
202109,129,150,3,204026142000
202109,129,153,1,3388432000
202109,129,116,3,8196674000
202109,129,106,1,983790000
202109,129,149,3,319394895000
202109,129,134,3,295470347000
202109,129,109,26,881026000
202109,129,131,3,41907983000
202109,129,142,26,87412000
202109,129,151,3,119000000
202109,129,122,1,43360000
202109,129,101,1,1177825000
202109,129,137,0,170700570000
202109,129,160,26,1413428000
202109,129,150,26,173440000
202109,129,149,18,1133216000
202109,129,103,1,3042832000
202109,129,123,1,5397000
202109,129,126,3,23524187000
202109,129,134,12,172510000
202109,129,100,26,340445000
202109,129,112,12,60390000
202109,129,126,12,13658000
202109,129,148,12,84602000
202109,129,148,26,390014000
202109,129,100,12,110516000
202109,129,160,23,1200000
202109,129,110,3,4505488000
202109,129,112,28,9840000
202109,129,142,3,19206100000
202109,129,150,23,800000
202109,129,141,12,11632000
202109,129,100,23,1600000
202109,129,104,18,25470000
202109,129,152,23,600000
202109,129,159,1,13139000
202109,129,110,26,47417000
202109,129,113,4,21004036000
202109,129,134,4,70235157000
202109,129,112,18,112863000
202109,129,137,3,1340763000
202109,129,102,4,4158150000
202109,129,132,4,2515422000
202109,129,142,4,8050953000
202109,129,109,4,7684843000
202109,129,136,4,199270000
202109,129,150,4,31484941000
202109,129,155,4,15727470000
202109,129,143,28,12560000
202109,129,155,28,70012000
202109,129,109,23,400000
202109,129,107,4,108524000
202109,129,112,11,131954000
202109,129,105,3,216585000
202109,129,110,4,1725844000
202109,129,103,3,27746000
202109,129,131,4,8616572000
202109,129,130,4,1700575000
202109,129,138,4,730133000
202109,129,151,4,1509757000
202109,129,118,4,2041386000
202109,129,143,4,2950392000
202109,129,101,4,855923000
202110,129,108,4,1250000
202110,129,127,1,10990000
202110,129,122,3,12326000
202110,129,105,1,11000000
202110,129,135,4,580000
202110,129,150,14,2648000
202110,129,152,11,328316000
202110,129,149,14,2092000
202110,129,155,14,2044000
202110,129,134,11,438710000
202110,129,148,11,173232000
202110,129,161,4,800000
202110,129,109,11,569280000
202110,129,150,11,259938000
202110,129,148,14,1520000
202110,129,100,11,353932000
202110,129,160,11,766682000
202110,129,137,3,691324000
202110,129,126,11,29770000
202110,129,134,14,2192000
202110,129,149,11,346537000
202110,129,127,4,200000
202110,129,152,14,6638000
202110,129,128,3,28035000
202110,129,154,3,101000
202110,129,149,13,28930000
202110,129,141,11,32171000
202110,129,152,15,1020000
202110,129,152,13,19590000
202110,129,141,13,4170000
202110,129,160,15,3040000
202110,129,100,13,10930000
202110,129,155,11,33160000
202110,129,155,16,300000
202110,129,149,16,1400000
202110,129,148,13,7460000
202110,129,112,15,2500000
202110,129,150,13,13920000
202110,129,130,11,1114000
202110,129,100,16,1100000
202110,129,155,13,800000
202110,129,159,3,10900000
202110,129,101,26,2450000
202110,129,131,13,380000
202110,129,115,3,1006000
202110,129,134,15,40000
202110,129,149,15,320000
